meta,protein,target,source
CIDs00006140,511145.b0905,False,pmidb_ecoil
CIDs00006140,511145.b0907,False,piazza;pmidb_ecoil
CIDs00006140,511145.b0908,False,piazza;pmidb_ecoil
CIDs00006140,511145.b0909,False,pmidb_ecoil
CIDs00006140,511145.b0910,False,piazza;pmidb_ecoil
CIDs00006140,511145.b0911,False,pmidb_ecoil
CIDs00006140,511145.b0912,False,pmidb_ecoil
CIDs00006140,511145.b0914,False,piazza;pmidb_ecoil
CIDs00006140,511145.b0917,False,pmidb_ecoil
CIDs00006140,511145.b0918,False,piazza;pmidb_ecoil
CIDs00006140,511145.b0920,False,pmidb_ecoil
CIDs00006140,511145.b0922,False,pmidb_ecoil
CIDs00006140,511145.b0923,False,pmidb_ecoil
CIDs00006140,511145.b0924,False,pmidb_ecoil
CIDs00006140,511145.b0925,False,pmidb_ecoil
CIDs00006140,511145.b0927,False,pmidb_ecoil
CIDs00006140,511145.b0928,False,piazza;pmidb_ecoil
CIDs00006140,511145.b0929,False,piazza;pmidb_ecoil
CIDs00006140,511145.b0930,False,piazza;pmidb_ecoil
CIDs00006140,511145.b0931,False,piazza;pmidb_ecoil
CIDs00006140,511145.b0932,False,piazza;pmidb_ecoil
CIDs00006140,511145.b0933,0,piazza
CIDs00006140,511145.b0936,0,piazza
CIDs00006140,511145.b0945,False,piazza;pmidb_ecoil
CIDs00006140,511145.b0947,False,pmidb_ecoil
CIDs00006140,511145.b0948,False,pmidb_ecoil
CIDs00006140,511145.b0949,False,pmidb_ecoil
CIDs00006140,511145.b0954,False,piazza;pmidb_ecoil
CIDs00006140,511145.b0957,True,piazza;pmidb_ecoil
CIDs00006140,511145.b0963,False,piazza;pmidb_ecoil
CIDs00006140,511145.b0965,False,pmidb_ecoil
CIDs00006140,511145.b0967,False,pmidb_ecoil
CIDs00006140,511145.b0968,False,piazza;pmidb_ecoil
CIDs00006140,511145.b0969,False,pmidb_ecoil
CIDs00006140,511145.b0972,0,piazza
CIDs00006140,511145.b0974,0,piazza
CIDs00006140,511145.b0980,False,piazza;pmidb_ecoil
CIDs00006140,511145.b0981,False,pmidb_ecoil
CIDs00006140,511145.b0997,False,piazza;pmidb_ecoil
CIDs00006140,511145.b0999,False,pmidb_ecoil
CIDs00006140,511145.b1000,False,pmidb_ecoil
CIDs00006140,511145.b1002,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1003,True,pmidb_ecoil
CIDs00006140,511145.b1004,False,pmidb_ecoil
CIDs00006140,511145.b1007,0,piazza
CIDs00006140,511145.b1013,False,pmidb_ecoil
CIDs00006140,511145.b1014,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1018,False,pmidb_ecoil
CIDs00006140,511145.b1019,False,pmidb_ecoil
CIDs00006140,511145.b1033,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1034,False,pmidb_ecoil
CIDs00006140,511145.b1035,False,pmidb_ecoil
CIDs00006140,511145.b1045,False,pmidb_ecoil
CIDs00006140,511145.b1048,False,pmidb_ecoil
CIDs00006140,511145.b1051,False,pmidb_ecoil
CIDs00006140,511145.b1054,0,piazza
CIDs00006140,511145.b1055,False,pmidb_ecoil
CIDs00006140,511145.b1056,False,pmidb_ecoil
CIDs00006140,511145.b1059,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1062,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1064,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1066,False,pmidb_ecoil
CIDs00006140,511145.b1067,False,pmidb_ecoil
CIDs00006140,511145.b1068,False,pmidb_ecoil
CIDs00006140,511145.b1084,False,pmidb_ecoil
CIDs00006140,511145.b1086,False,pmidb_ecoil
CIDs00006140,511145.b1087,False,pmidb_ecoil
CIDs00006140,511145.b1088,False,pmidb_ecoil
CIDs00006140,511145.b1089,False,pmidb_ecoil
CIDs00006140,511145.b1091,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1092,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1093,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1094,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1095,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1096,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1098,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1099,False,pmidb_ecoil
CIDs00006140,511145.b1100,False,pmidb_ecoil
CIDs00006140,511145.b1101,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1102,0,piazza
CIDs00006140,511145.b1103,False,pmidb_ecoil
CIDs00006140,511145.b1107,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1108,False,pmidb_ecoil
CIDs00006140,511145.b1109,0,piazza
CIDs00006140,511145.b1114,False,pmidb_ecoil
CIDs00006140,511145.b1117,False,pmidb_ecoil
CIDs00006140,511145.b1118,False,pmidb_ecoil
CIDs00006140,511145.b1119,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1120,False,pmidb_ecoil
CIDs00006140,511145.b1123,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1125,0,piazza
CIDs00006140,511145.b1126,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1127,False,pmidb_ecoil
CIDs00006140,511145.b1128,False,pmidb_ecoil
CIDs00006140,511145.b1130,False,pmidb_ecoil
CIDs00006140,511145.b1131,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1132,False,pmidb_ecoil
CIDs00006140,511145.b1133,False,pmidb_ecoil
CIDs00006140,511145.b1134,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1136,True,piazza;pmidb_ecoil
CIDs00006140,511145.b1174,False,pmidb_ecoil
CIDs00006140,511145.b1175,False,pmidb_ecoil
CIDs00006140,511145.b1176,False,pmidb_ecoil
CIDs00006140,511145.b1177,False,pmidb_ecoil
CIDs00006140,511145.b1178,False,pmidb_ecoil
CIDs00006140,511145.b1179,False,pmidb_ecoil
CIDs00006140,511145.b1180,False,pmidb_ecoil
CIDs00006140,511145.b1186,0,piazza
CIDs00006140,511145.b1187,False,pmidb_ecoil
CIDs00006140,511145.b1188,False,pmidb_ecoil
CIDs00006140,511145.b1189,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1190,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1192,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1197,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1198,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1199,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1200,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1203,False,pmidb_ecoil
CIDs00006140,511145.b1204,False,pmidb_ecoil
CIDs00006140,511145.b1207,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1208,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1210,0,piazza
CIDs00006140,511145.b1211,False,pmidb_ecoil
CIDs00006140,511145.b1215,True,piazza;pmidb_ecoil
CIDs00006140,511145.b1217,False,pmidb_ecoil
CIDs00006140,511145.b1219,False,pmidb_ecoil
CIDs00006140,511145.b1221,False,pmidb_ecoil
CIDs00006140,511145.b1225,0,piazza
CIDs00006140,511145.b1232,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1233,False,pmidb_ecoil
CIDs00006140,511145.b1235,False,pmidb_ecoil
CIDs00006140,511145.b1236,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1237,False,pmidb_ecoil
CIDs00006140,511145.b1238,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1241,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1243,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1244,0,piazza
CIDs00006140,511145.b1245,0,piazza
CIDs00006140,511145.b1246,0,piazza
CIDs00006140,511145.b1247,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1248,False,pmidb_ecoil
CIDs00006140,511145.b1250,0,piazza
CIDs00006140,511145.b1251,False,pmidb_ecoil
CIDs00006140,511145.b1252,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1253,False,pmidb_ecoil
CIDs00006140,511145.b1257,False,pmidb_ecoil
CIDs00006140,511145.b1260,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1261,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1262,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1263,True,piazza;pmidb_ecoil
CIDs00006140,511145.b1264,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1267,False,pmidb_ecoil
CIDs00006140,511145.b1269,False,pmidb_ecoil
CIDs00006140,511145.b1270,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1271,False,pmidb_ecoil
CIDs00006140,511145.b1273,False,pmidb_ecoil
CIDs00006140,511145.b1274,False,pmidb_ecoil
CIDs00006140,511145.b1275,False,pmidb_ecoil
CIDs00006140,511145.b1276,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1277,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1281,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1282,False,pmidb_ecoil
CIDs00006140,511145.b1284,False,pmidb_ecoil
CIDs00006140,511145.b1286,False,pmidb_ecoil
CIDs00006140,511145.b1287,False,pmidb_ecoil
CIDs00006140,511145.b1288,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1291,0,piazza
CIDs00006140,511145.b1294,False,pmidb_ecoil
CIDs00006140,511145.b1295,False,pmidb_ecoil
CIDs00006140,511145.b1297,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1298,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1299,False,pmidb_ecoil
CIDs00006140,511145.b1300,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1301,0,piazza
CIDs00006140,511145.b1302,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1304,False,pmidb_ecoil
CIDs00006140,511145.b1305,False,pmidb_ecoil
CIDs00006140,511145.b1308,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1313,False,pmidb_ecoil
CIDs00006140,511145.b1321,False,pmidb_ecoil
CIDs00006140,511145.b1323,False,pmidb_ecoil
CIDs00006140,511145.b1324,False,pmidb_ecoil
CIDs00006140,511145.b1325,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1326,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1329,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1333,False,pmidb_ecoil
CIDs00006140,511145.b1334,False,pmidb_ecoil
CIDs00006140,511145.b1340,False,pmidb_ecoil
CIDs00006140,511145.b1344,False,pmidb_ecoil
CIDs00006140,511145.b1346,False,pmidb_ecoil
CIDs00006140,511145.b1356,False,pmidb_ecoil
CIDs00006140,511145.b1363,0,piazza
CIDs00006140,511145.b1376,False,pmidb_ecoil
CIDs00006140,511145.b1378,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1379,False,pmidb_ecoil
CIDs00006140,511145.b1380,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1385,0,piazza
CIDs00006140,511145.b1386,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1392,0,piazza
CIDs00006140,511145.b1394,0,piazza
CIDs00006140,511145.b1395,0,piazza
CIDs00006140,511145.b1399,False,pmidb_ecoil
CIDs00006140,511145.b1406,False,pmidb_ecoil
CIDs00006140,511145.b1412,False,pmidb_ecoil
CIDs00006140,511145.b1413,False,pmidb_ecoil
CIDs00006140,511145.b1414,False,pmidb_ecoil
CIDs00006140,511145.b1415,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1422,False,pmidb_ecoil
CIDs00006140,511145.b1424,False,pmidb_ecoil
CIDs00006140,511145.b1427,False,pmidb_ecoil
CIDs00006140,511145.b1430,False,pmidb_ecoil
CIDs00006140,511145.b1438,False,pmidb_ecoil
CIDs00006140,511145.b1440,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1441,0,piazza
CIDs00006140,511145.b1443,0,piazza
CIDs00006140,511145.b1444,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1446,False,pmidb_ecoil
CIDs00006140,511145.b1448,False,pmidb_ecoil
CIDs00006140,511145.b1449,False,pmidb_ecoil
CIDs00006140,511145.b1452,False,pmidb_ecoil
CIDs00006140,511145.b1461,False,pmidb_ecoil
CIDs00006140,511145.b1462,False,pmidb_ecoil
CIDs00006140,511145.b1464,False,pmidb_ecoil
CIDs00006140,511145.b1466,0,piazza
CIDs00006140,511145.b1467,0,piazza
CIDs00006140,511145.b1468,0,piazza
CIDs00006140,511145.b1474,0,piazza
CIDs00006140,511145.b1478,0,piazza
CIDs00006140,511145.b1479,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1480,False,pmidb_ecoil
CIDs00006140,511145.b1482,True,pmidb_ecoil
CIDs00006140,511145.b1483,0,piazza
CIDs00006140,511145.b1487,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1489,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1493,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1494,False,pmidb_ecoil
CIDs00006140,511145.b1497,False,pmidb_ecoil
CIDs00006140,511145.b1507,False,pmidb_ecoil
CIDs00006140,511145.b1508,False,pmidb_ecoil
CIDs00006140,511145.b1512,False,pmidb_ecoil
CIDs00006140,511145.b1513,False,pmidb_ecoil
CIDs00006140,511145.b1517,False,pmidb_ecoil
CIDs00006140,511145.b1519,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1524,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1525,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1534,False,pmidb_ecoil
CIDs00006140,511145.b1537,False,pmidb_ecoil
CIDs00006140,511145.b1538,False,pmidb_ecoil
CIDs00006140,511145.b1539,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1540,False,pmidb_ecoil
CIDs00006140,511145.b1541,False,pmidb_ecoil
CIDs00006140,511145.b1550,False,pmidb_ecoil
CIDs00006140,511145.b1564,False,pmidb_ecoil
CIDs00006140,511145.b1584,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1586,False,pmidb_ecoil
CIDs00006140,511145.b1587,0,piazza
CIDs00006140,511145.b1588,0,piazza
CIDs00006140,511145.b1591,False,pmidb_ecoil
CIDs00006140,511145.b1593,False,pmidb_ecoil
CIDs00006140,511145.b1596,False,pmidb_ecoil
CIDs00006140,511145.b1602,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1603,0,piazza
CIDs00006140,511145.b1604,False,pmidb_ecoil
CIDs00006140,511145.b1605,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1606,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1608,False,pmidb_ecoil
CIDs00006140,511145.b1609,False,pmidb_ecoil
CIDs00006140,511145.b1611,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1612,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1613,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1618,False,pmidb_ecoil
CIDs00006140,511145.b1619,False,pmidb_ecoil
CIDs00006140,511145.b1621,0,piazza
CIDs00006140,511145.b1622,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1623,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1624,False,pmidb_ecoil
CIDs00006140,511145.b1633,False,pmidb_ecoil
CIDs00006140,511145.b1635,False,pmidb_ecoil
CIDs00006140,511145.b1636,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1637,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1638,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1640,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1641,False,pmidb_ecoil
CIDs00006140,511145.b1642,False,pmidb_ecoil
CIDs00006140,511145.b1646,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1647,False,pmidb_ecoil
CIDs00006140,511145.b1650,False,pmidb_ecoil
CIDs00006140,511145.b1651,True,piazza;pmidb_ecoil
CIDs00006140,511145.b1652,False,pmidb_ecoil
CIDs00006140,511145.b1654,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1656,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1658,False,pmidb_ecoil
CIDs00006140,511145.b1661,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1662,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1664,False,pmidb_ecoil
CIDs00006140,511145.b1667,False,pmidb_ecoil
CIDs00006140,511145.b1668,False,pmidb_ecoil
CIDs00006140,511145.b1673,False,pmidb_ecoil
CIDs00006140,511145.b1675,False,pmidb_ecoil
CIDs00006140,511145.b1676,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1677,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1678,False,pmidb_ecoil
CIDs00006140,511145.b1679,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1680,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1681,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1682,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1683,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1684,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1685,False,pmidb_ecoil
CIDs00006140,511145.b1686,False,pmidb_ecoil
CIDs00006140,511145.b1687,False,pmidb_ecoil
CIDs00006140,511145.b1689,False,pmidb_ecoil
CIDs00006140,511145.b1693,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1698,False,pmidb_ecoil
CIDs00006140,511145.b1702,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1703,False,pmidb_ecoil
CIDs00006140,511145.b1704,True,piazza;pmidb_ecoil
CIDs00006140,511145.b1706,False,pmidb_ecoil
CIDs00006140,511145.b1710,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1712,False,pmidb_ecoil
CIDs00006140,511145.b1713,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1714,True,piazza;pmidb_ecoil
CIDs00006140,511145.b1716,False,pmidb_ecoil
CIDs00006140,511145.b1717,False,pmidb_ecoil
CIDs00006140,511145.b1718,False,pmidb_ecoil
CIDs00006140,511145.b1719,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1723,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1724,False,pmidb_ecoil
CIDs00006140,511145.b1725,False,pmidb_ecoil
CIDs00006140,511145.b1727,False,pmidb_ecoil
CIDs00006140,511145.b1731,False,pmidb_ecoil
CIDs00006140,511145.b1732,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1733,False,pmidb_ecoil
CIDs00006140,511145.b1734,0,piazza
CIDs00006140,511145.b1738,False,pmidb_ecoil
CIDs00006140,511145.b1740,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1741,False,pmidb_ecoil
CIDs00006140,511145.b1743,False,pmidb_ecoil
CIDs00006140,511145.b1746,0,piazza
CIDs00006140,511145.b1748,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1749,False,pmidb_ecoil
CIDs00006140,511145.b1754,False,pmidb_ecoil
CIDs00006140,511145.b1757,False,pmidb_ecoil
CIDs00006140,511145.b1759,0,piazza
CIDs00006140,511145.b1761,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1764,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1765,False,pmidb_ecoil
CIDs00006140,511145.b1767,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1768,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1773,0,piazza
CIDs00006140,511145.b1778,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1779,True,piazza;pmidb_ecoil
CIDs00006140,511145.b1780,False,pmidb_ecoil
CIDs00006140,511145.b1781,0,piazza
CIDs00006140,511145.b1783,False,pmidb_ecoil
CIDs00006140,511145.b1787,False,pmidb_ecoil
CIDs00006140,511145.b1792,False,pmidb_ecoil
CIDs00006140,511145.b1800,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1804,False,pmidb_ecoil
CIDs00006140,511145.b1805,0,piazza
CIDs00006140,511145.b1807,False,pmidb_ecoil
CIDs00006140,511145.b1809,False,pmidb_ecoil
CIDs00006140,511145.b1811,False,pmidb_ecoil
CIDs00006140,511145.b1812,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1813,False,pmidb_ecoil
CIDs00006140,511145.b1814,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1817,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1819,0,piazza
CIDs00006140,511145.b1822,False,pmidb_ecoil
CIDs00006140,511145.b1823,False,pmidb_ecoil
CIDs00006140,511145.b1827,False,pmidb_ecoil
CIDs00006140,511145.b1830,False,pmidb_ecoil
CIDs00006140,511145.b1831,False,pmidb_ecoil
CIDs00006140,511145.b1832,False,pmidb_ecoil
CIDs00006140,511145.b1836,False,pmidb_ecoil
CIDs00006140,511145.b1839,False,pmidb_ecoil
CIDs00006140,511145.b1841,False,pmidb_ecoil
CIDs00006140,511145.b1842,False,pmidb_ecoil
CIDs00006140,511145.b1844,False,pmidb_ecoil
CIDs00006140,511145.b1845,False,pmidb_ecoil
CIDs00006140,511145.b1847,False,pmidb_ecoil
CIDs00006140,511145.b1849,True,piazza;pmidb_ecoil
CIDs00006140,511145.b1850,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1851,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1852,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1853,False,pmidb_ecoil
CIDs00006140,511145.b1854,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1855,0,piazza
CIDs00006140,511145.b1856,False,pmidb_ecoil
CIDs00006140,511145.b1857,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1860,False,pmidb_ecoil
CIDs00006140,511145.b1864,False,pmidb_ecoil
CIDs00006140,511145.b1865,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1866,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1867,False,pmidb_ecoil
CIDs00006140,511145.b1870,False,pmidb_ecoil
CIDs00006140,511145.b1871,False,pmidb_ecoil
CIDs00006140,511145.b1872,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1874,False,pmidb_ecoil
CIDs00006140,511145.b1875,False,pmidb_ecoil
CIDs00006140,511145.b1876,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1895,False,pmidb_ecoil
CIDs00006140,511145.b1896,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1897,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1901,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1905,False,pmidb_ecoil
CIDs00006140,511145.b1908,False,pmidb_ecoil
CIDs00006140,511145.b1913,False,pmidb_ecoil
CIDs00006140,511145.b1914,False,pmidb_ecoil
CIDs00006140,511145.b1917,False,pmidb_ecoil
CIDs00006140,511145.b1919,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1920,False,pmidb_ecoil
CIDs00006140,511145.b1927,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1928,False,pmidb_ecoil
CIDs00006140,511145.b1930,False,pmidb_ecoil
CIDs00006140,511145.b1946,False,pmidb_ecoil
CIDs00006140,511145.b1952,False,pmidb_ecoil
CIDs00006140,511145.b1955,False,pmidb_ecoil
CIDs00006140,511145.b1961,False,pmidb_ecoil
CIDs00006140,511145.b1967,False,pmidb_ecoil
CIDs00006140,511145.b1970,False,pmidb_ecoil
CIDs00006140,511145.b1971,False,pmidb_ecoil
CIDs00006140,511145.b1973,False,pmidb_ecoil
CIDs00006140,511145.b1976,False,pmidb_ecoil
CIDs00006140,511145.b1981,0,piazza
CIDs00006140,511145.b1982,False,piazza;pmidb_ecoil
CIDs00006140,511145.b1983,False,pmidb_ecoil
CIDs00006140,511145.b1987,False,pmidb_ecoil
CIDs00006140,511145.b1990,False,pmidb_ecoil
CIDs00006140,511145.b1991,0,piazza
CIDs00006140,511145.b1993,0,piazza
CIDs00006140,511145.b2000,False,pmidb_ecoil
CIDs00006140,511145.b2002,False,pmidb_ecoil
CIDs00006140,511145.b2005,False,pmidb_ecoil
CIDs00006140,511145.b2007,False,pmidb_ecoil
CIDs00006140,511145.b2009,False,pmidb_ecoil
CIDs00006140,511145.b2011,False,pmidb_ecoil
CIDs00006140,511145.b2012,False,pmidb_ecoil
CIDs00006140,511145.b2016,False,pmidb_ecoil
CIDs00006140,511145.b2017,False,pmidb_ecoil
CIDs00006140,511145.b2019,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2020,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2021,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2022,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2023,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2024,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2025,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2026,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2027,0,piazza
CIDs00006140,511145.b2028,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2029,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2032,0,piazza
CIDs00006140,511145.b2034,0,piazza
CIDs00006140,511145.b2036,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2038,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2039,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2040,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2041,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2042,False,pmidb_ecoil
CIDs00006140,511145.b2053,0,piazza
CIDs00006140,511145.b2065,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2066,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2068,False,pmidb_ecoil
CIDs00006140,511145.b2079,False,pmidb_ecoil
CIDs00006140,511145.b2080,False,pmidb_ecoil
CIDs00006140,511145.b2081,False,pmidb_ecoil
CIDs00006140,511145.b2086,False,pmidb_ecoil
CIDs00006140,511145.b2091,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2093,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2094,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2095,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2096,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2097,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2099,False,pmidb_ecoil
CIDs00006140,511145.b2101,False,pmidb_ecoil
CIDs00006140,511145.b2103,0,piazza
CIDs00006140,511145.b2104,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2105,False,pmidb_ecoil
CIDs00006140,511145.b2107,False,pmidb_ecoil
CIDs00006140,511145.b2113,False,pmidb_ecoil
CIDs00006140,511145.b2114,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2124,False,pmidb_ecoil
CIDs00006140,511145.b2129,0,piazza
CIDs00006140,511145.b2131,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2132,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2133,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2134,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2137,False,pmidb_ecoil
CIDs00006140,511145.b2140,False,pmidb_ecoil
CIDs00006140,511145.b2143,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2149,0,piazza
CIDs00006140,511145.b2150,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2153,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2154,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2157,False,pmidb_ecoil
CIDs00006140,511145.b2159,False,pmidb_ecoil
CIDs00006140,511145.b2168,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2169,False,piazza;pmidb_ecoil
CIDs00006140,511145.b2171,False,pmidb_ecoil
CIDs00006140,511145.b2173,False,pmidb_ecoil
CIDs00006140,511145.b2176,False,pmidb_ecoil
CIDs00006140,511145.b2177,False,pmidb_ecoil
